objective_number,objective_title,objective_repo,issue_number,issue_title,issue_repo,depth,pr_number,pr_title,pr_repo,pr_state,pr_url
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,214,Update Data Processing Section,Disasters-Learning-Portal/disasters-portal,4,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,215,Update 'Trainings' Page,Disasters-Learning-Portal/disasters-portal,4,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,216,Update 'News and Events' Page,Disasters-Learning-Portal/disasters-portal,4,223,fix: update text on hero and cta,Disasters-Learning-Portal/disasters-portal,MERGED,https://github.com/Disasters-Learning-Portal/disasters-portal/pull/223
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,233,"Populate ""Where Every Dollar Counts"" Article",Disasters-Learning-Portal/disasters-portal,5,224,feat: adding economic loss content,Disasters-Learning-Portal/disasters-portal,MERGED,https://github.com/Disasters-Learning-Portal/disasters-portal/pull/224
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,234,"Populate ""Finding the Floods"" Article",Disasters-Learning-Portal/disasters-portal,5,145,feat: texas flooding event,Disasters-Learning-Portal/disasters-portal,MERGED,https://github.com/Disasters-Learning-Portal/disasters-portal/pull/145
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,235,Populate Hurricane Helene Data Story,Disasters-Learning-Portal/disasters-portal,5,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,236,Populate Hurricane Milton Data Story,Disasters-Learning-Portal/disasters-portal,5,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,237,Populate Event Page for Southern CA Fires,Disasters-Learning-Portal/disasters-portal,5,174,feat: california wildfires event and sentinel 2 dataset updates,Disasters-Learning-Portal/disasters-portal,MERGED,https://github.com/Disasters-Learning-Portal/disasters-portal/pull/174
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,238,Populate Event Page for Texas Floods,Disasters-Learning-Portal/disasters-portal,5,145,feat: texas flooding event,Disasters-Learning-Portal/disasters-portal,MERGED,https://github.com/Disasters-Learning-Portal/disasters-portal/pull/145
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,217,Remove duplicate legend on home page,Disasters-Learning-Portal/disasters-portal,4,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,219,Update Training page with External Link,Disasters-Learning-Portal/disasters-portal,4,220,feat: Add external link component to training cards,Disasters-Learning-Portal/disasters-portal,CLOSED,https://github.com/Disasters-Learning-Portal/disasters-portal/pull/220
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,221,Update text in Activations section to be consistent > Respond page,Disasters-Learning-Portal/disasters-portal,4,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,228,Remove gray bar “An official website of the United States government” throughout site.,Disasters-Learning-Portal/disasters-portal,4,231,fix: Remove official government banner from site layout,Disasters-Learning-Portal/disasters-portal,MERGED,https://github.com/Disasters-Learning-Portal/disasters-portal/pull/231
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,232,Bottom footer nav --- update Image Use Policy link,Disasters-Learning-Portal/disasters-portal,4,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,245,Update Activations page > Typhoon Sinlaku April 2026,Disasters-Learning-Portal/disasters-portal,4,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,248,Card-detailed font size adjustment,Disasters-Learning-Portal/disasters-portal,4,275,fix: update card detailed font size,NASA-IMPACT/tinacms-portal-monorepo,MERGED,https://github.com/NASA-IMPACT/tinacms-portal-monorepo/pull/275
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,156,Tech Debt / Bugs introduced by PR 114 and PR 132,Disasters-Learning-Portal/disasters-portal,3,177,fix: techdebt and bug pr followup [156],Disasters-Learning-Portal/disasters-portal,MERGED,https://github.com/Disasters-Learning-Portal/disasters-portal/pull/177
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,115,MVP Portal: Media Review,NASA-IMPACT/tinacms-portal-monorepo,2,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,154,MVP Portal: QA PLACEHOLDER,NASA-IMPACT/tinacms-portal-monorepo,2,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,308,"Objective Review: Issue Review, Carryover and Cleanup",NASA-IMPACT/tinacms-portal-monorepo,2,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,6,[26.3] DSE objective - MVP Portal: Setup hosting infrastructure for Disasters Portal,Disasters-Learning-Portal/disasters-portal,1,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,79,MVP Portal: Deploy setup (main and PR previews),Disasters-Learning-Portal/disasters-portal,2,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,7,[26.3] DSE Objective - Run through all pages and confirmation with Disasters staff,Disasters-Learning-Portal/disasters-portal,1,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,11,[26.3] DSE Objective - Ingest collections for June MVP,Disasters-Learning-Portal/disasters-portal,1,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,12,Ingest Black marble,Disasters-Learning-Portal/disasters-portal,2,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,16,Ingest OPERA datasets,Disasters-Learning-Portal/disasters-portal,2,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,17,Ingest Landsat datasets,Disasters-Learning-Portal/disasters-portal,2,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,18,Ingest Planet datasets,Disasters-Learning-Portal/disasters-portal,2,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,19,Ingest Sentinel 1 hydrosar,Disasters-Learning-Portal/disasters-portal,2,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,20,Ingest near-realtime data <placeholder>,Disasters-Learning-Portal/disasters-portal,2,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,22,Ingest GEDI <placeholder>,Disasters-Learning-Portal/disasters-portal,2,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,138,Ingest Sentinel 2 True Color sub-daily,Disasters-Learning-Portal/disasters-portal,2,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,139,Ingest Sentinel 2 mNDWI subdaily,Disasters-Learning-Portal/disasters-portal,2,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,280,"Pre-Virtual Workshop development requests (First Workshop is July 6, 2026)",Disasters-Learning-Portal/disasters-portal,1,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,281,Disable / delete Disasters E&A Amplify,Disasters-Learning-Portal/disasters-portal,2,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,282,Identify who will be creating Data Visualization demo and/or be present during the meeting to answer questions,Disasters-Learning-Portal/disasters-portal,2,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,283,Create recorded plug-in visualization demonstration,Disasters-Learning-Portal/disasters-portal,2,,,,,
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,284,Fix Hijacking of the Page --- Data Visualization Blocks,Disasters-Learning-Portal/disasters-portal,2,307,feat: enable map scroll guard (fix scroll hijacking),Disasters-Learning-Portal/disasters-portal,MERGED,https://github.com/Disasters-Learning-Portal/disasters-portal/pull/307
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,285,Replace Data Story URLs,Disasters-Learning-Portal/disasters-portal,2,302,fix: Disable Data Visualization link; route to Under Development page,Disasters-Learning-Portal/disasters-portal,MERGED,https://github.com/Disasters-Learning-Portal/disasters-portal/pull/302
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,285,Replace Data Story URLs,Disasters-Learning-Portal/disasters-portal,2,986,chore: remove map block from recently unpublished Disasters story,NASA-IMPACT/veda-config,MERGED,https://github.com/NASA-IMPACT/veda-config/pull/986
721,Objective 1 - [Dashboard]: Deliver Disasters Portal MVP for User Testing,NASA-IMPACT/veda-architecture,303,Re-route `Data-Visualization` to Under Development page,Disasters-Learning-Portal/disasters-portal,2,302,fix: Disable Data Visualization link; route to Under Development page,Disasters-Learning-Portal/disasters-portal,MERGED,https://github.com/Disasters-Learning-Portal/disasters-portal/pull/302
727,Objective 4 - [DS]: Incorporate feedback on data + backend services,NASA-IMPACT/veda-architecture,727,Objective 4 - [DS]: Incorporate feedback on data + backend services,NASA-IMPACT/veda-architecture,0,,,,,
728,Objective 6 - [DSE]: Develop content,NASA-IMPACT/veda-architecture,728,Objective 6 - [DSE]: Develop content,NASA-IMPACT/veda-architecture,0,,,,,
728,Objective 6 - [DSE]: Develop content,NASA-IMPACT/veda-architecture,24,CSDA product development,Disasters-Learning-Portal/disasters-portal,1,,,,,
728,Objective 6 - [DSE]: Develop content,NASA-IMPACT/veda-architecture,25,Integrate Satellogic code and create jupyter notebook,Disasters-Learning-Portal/disasters-portal,2,2,Feat/satellogic cli,Disasters-Learning-Portal/disasters-product-algorithms,MERGED,https://github.com/Disasters-Learning-Portal/disasters-product-algorithms/pull/2
728,Objective 6 - [DSE]: Develop content,NASA-IMPACT/veda-architecture,26,Integrate Umbra code and create notebook,Disasters-Learning-Portal/disasters-portal,2,8,Feat/umbra,Disasters-Learning-Portal/disasters-product-algorithms,MERGED,https://github.com/Disasters-Learning-Portal/disasters-product-algorithms/pull/8
728,Objective 6 - [DSE]: Develop content,NASA-IMPACT/veda-architecture,27,Merge `disasters-product-algorithms` and `disasters-aws-conversion`,Disasters-Learning-Portal/disasters-portal,2,,,,,
728,Objective 6 - [DSE]: Develop content,NASA-IMPACT/veda-architecture,76,Integrate Capella code and create User Notebook,Disasters-Learning-Portal/disasters-portal,2,,,,,
728,Objective 6 - [DSE]: Develop content,NASA-IMPACT/veda-architecture,22,Add activation event name to the CSDA notebooks ,Disasters-Learning-Portal/disasters-product-algorithms,1,,,,,
728,Objective 6 - [DSE]: Develop content,NASA-IMPACT/veda-architecture,15,Create common search functions to list available dates for different data products,Disasters-Learning-Portal/disasters-product-algorithms,1,,,,,
728,Objective 6 - [DSE]: Develop content,NASA-IMPACT/veda-architecture,270,Update disasters-portal-algorithms with new content (Sentinel 2 only),Disasters-Learning-Portal/disasters-portal,1,,,,,
730,Objective 3 - [Team Lead]: Project Discovery + Coordination,NASA-IMPACT/veda-architecture,730,Objective 3 - [Team Lead]: Project Discovery + Coordination,NASA-IMPACT/veda-architecture,0,,,,,
730,Objective 3 - [Team Lead]: Project Discovery + Coordination,NASA-IMPACT/veda-architecture,69,Move 34 tickets from `tinacms-monorepo` to `disasters-portal`,Disasters-Learning-Portal/disasters-portal,1,,,,,
730,Objective 3 - [Team Lead]: Project Discovery + Coordination,NASA-IMPACT/veda-architecture,88,Update href tags for where content should live in tickets,Disasters-Learning-Portal/disasters-portal,1,,,,,
730,Objective 3 - [Team Lead]: Project Discovery + Coordination,NASA-IMPACT/veda-architecture,140,Convert mp4 to m3u8 format and move to S3,Disasters-Learning-Portal/disasters-portal,1,,,,,
730,Objective 3 - [Team Lead]: Project Discovery + Coordination,NASA-IMPACT/veda-architecture,269,Cleanup: Remove old STAC collections from `dev.disasters`,Disasters-Learning-Portal/disasters-portal,1,,,,,
730,Objective 3 - [Team Lead]: Project Discovery + Coordination,NASA-IMPACT/veda-architecture,775,Convert video files to .mp4 format with new script,NASA-IMPACT/veda-architecture,1,,,,,
730,Objective 3 - [Team Lead]: Project Discovery + Coordination,NASA-IMPACT/veda-architecture,273,Convert video files to .mp4 format with new script,Disasters-Learning-Portal/disasters-portal,1,274,chore: update paths and extension for training videos per request,Disasters-Learning-Portal/disasters-portal,MERGED,https://github.com/Disasters-Learning-Portal/disasters-portal/pull/274
730,Objective 3 - [Team Lead]: Project Discovery + Coordination,NASA-IMPACT/veda-architecture,278,Close old tickets in veda-disasters,Disasters-Learning-Portal/disasters-portal,1,,,,,
731,Objective 7 - [Team Lead]: Ongoing staff support,NASA-IMPACT/veda-architecture,731,Objective 7 - [Team Lead]: Ongoing staff support,NASA-IMPACT/veda-architecture,0,,,,,
731,Objective 7 - [Team Lead]: Ongoing staff support,NASA-IMPACT/veda-architecture,23,Investigate CRS conversion issue for Garrett,Disasters-Learning-Portal/disasters-portal,1,,,,,
731,Objective 7 - [Team Lead]: Ongoing staff support,NASA-IMPACT/veda-architecture,30,Update ARN `disasters-prod` role in AWS for new CSDA bucket,Disasters-Learning-Portal/disasters-portal,1,8319,Add new S3 ARNs for disaster management,2i2c-org/infrastructure,MERGED,https://github.com/2i2c-org/infrastructure/pull/8319
731,Objective 7 - [Team Lead]: Ongoing staff support,NASA-IMPACT/veda-architecture,272,De-bug login issues with Keycloak and Hub login,Disasters-Learning-Portal/disasters-portal,1,,,,,
731,Objective 7 - [Team Lead]: Ongoing staff support,NASA-IMPACT/veda-architecture,78,Create new AWS processing pipeline `dev --> staging`,Disasters-Learning-Portal/disasters-portal,1,,,,,
731,Objective 7 - [Team Lead]: Ongoing staff support,NASA-IMPACT/veda-architecture,304,Test addition of Jupyterlab extensions to submit issue tickets,Disasters-Learning-Portal/disasters-portal,1,,,,,
731,Objective 7 - [Team Lead]: Ongoing staff support,NASA-IMPACT/veda-architecture,305,Add new functionality to `disasters-aws-conversion` to find `.tif` patterns,Disasters-Learning-Portal/disasters-portal,1,,,,,
737,"Objective 2 - [Team Lead + Comms]: Beta launch for STM, feedback prep + gathering, agenda creation",NASA-IMPACT/veda-architecture,737,"Objective 2 - [Team Lead + Comms]: Beta launch for STM, feedback prep + gathering, agenda creation",NASA-IMPACT/veda-architecture,0,,,,,
737,"Objective 2 - [Team Lead + Comms]: Beta launch for STM, feedback prep + gathering, agenda creation",NASA-IMPACT/veda-architecture,8,[26.3] DSE Objective - Create script for User Journey through website,Disasters-Learning-Portal/disasters-portal,1,,,,,
737,"Objective 2 - [Team Lead + Comms]: Beta launch for STM, feedback prep + gathering, agenda creation",NASA-IMPACT/veda-architecture,9,[26.3] DSE Objective - Scope feedback delivery mechanisms,Disasters-Learning-Portal/disasters-portal,1,,,,,
737,"Objective 2 - [Team Lead + Comms]: Beta launch for STM, feedback prep + gathering, agenda creation",NASA-IMPACT/veda-architecture,10,[26.3] DSE Objective - Process feedback and present back to ODSI,Disasters-Learning-Portal/disasters-portal,1,,,,,
737,"Objective 2 - [Team Lead + Comms]: Beta launch for STM, feedback prep + gathering, agenda creation",NASA-IMPACT/veda-architecture,15,[26.3] DSE Objective - Create skeleton draft doc of the STM agenda,Disasters-Learning-Portal/disasters-portal,1,,,,,
737,"Objective 2 - [Team Lead + Comms]: Beta launch for STM, feedback prep + gathering, agenda creation",NASA-IMPACT/veda-architecture,279,Pre-Virtual Workshop - Edit User Guide and Mentimeter questions,Disasters-Learning-Portal/disasters-portal,1,,,,,
737,"Objective 2 - [Team Lead + Comms]: Beta launch for STM, feedback prep + gathering, agenda creation",NASA-IMPACT/veda-architecture,306,Create demo narrative script for July Virtual Workshop,Disasters-Learning-Portal/disasters-portal,1,,,,,
737,"Objective 2 - [Team Lead + Comms]: Beta launch for STM, feedback prep + gathering, agenda creation",NASA-IMPACT/veda-architecture,798,Complete Disasters retrospective with Disasters internal staff (Ronan and Garrett),NASA-IMPACT/veda-architecture,1,,,,,
739,[WI]-[Objective 1]: Water-Insight Web Portal Design and Development,NASA-IMPACT/veda-architecture,739,[WI]-[Objective 1]: Water-Insight Web Portal Design and Development,NASA-IMPACT/veda-architecture,0,,,,,
739,[WI]-[Objective 1]: Water-Insight Web Portal Design and Development,NASA-IMPACT/veda-architecture,747,Gather stakeholder requirements for site map,NASA-IMPACT/veda-architecture,1,,,,,
739,[WI]-[Objective 1]: Water-Insight Web Portal Design and Development,NASA-IMPACT/veda-architecture,748,Update content,NASA-IMPACT/veda-architecture,1,,,,,
739,[WI]-[Objective 1]: Water-Insight Web Portal Design and Development,NASA-IMPACT/veda-architecture,749,Tailor the existing design based on requirements,NASA-IMPACT/veda-architecture,1,,,,,
740,[WI]- [OBJECTIVE 3]: EIE Architecture Evaluation for HydroCopilot Integration,NASA-IMPACT/veda-architecture,740,[WI]- [OBJECTIVE 3]: EIE Architecture Evaluation for HydroCopilot Integration,NASA-IMPACT/veda-architecture,0,,,,,
740,[WI]- [OBJECTIVE 3]: EIE Architecture Evaluation for HydroCopilot Integration,NASA-IMPACT/veda-architecture,745,Evaluation report on feasibility of  integration,NASA-IMPACT/veda-architecture,1,,,,,
740,[WI]- [OBJECTIVE 3]: EIE Architecture Evaluation for HydroCopilot Integration,NASA-IMPACT/veda-architecture,746,Determine the Level of Effort,NASA-IMPACT/veda-architecture,1,,,,,
741,[WI]-[OBJECTIVE 2]: Data Virtualization,NASA-IMPACT/veda-architecture,741,[WI]-[OBJECTIVE 2]: Data Virtualization,NASA-IMPACT/veda-architecture,0,,,,,
741,[WI]-[OBJECTIVE 2]: Data Virtualization,NASA-IMPACT/veda-architecture,742,Get the final list of datasets and derived products,NASA-IMPACT/veda-architecture,1,,,,,
741,[WI]-[OBJECTIVE 2]: Data Virtualization,NASA-IMPACT/veda-architecture,743,Determine the feasibility of reading virtual stores in AWS from Azure (HydroCopilot),NASA-IMPACT/veda-architecture,1,,,,,
741,[WI]-[OBJECTIVE 2]: Data Virtualization,NASA-IMPACT/veda-architecture,744,Index virtual data stores in waterinsight STAC,NASA-IMPACT/veda-architecture,1,,,,,
750,Objective 5 - [DSE]: Observability System for Portal Monitoring,NASA-IMPACT/veda-architecture,750,Objective 5 - [DSE]: Observability System for Portal Monitoring,NASA-IMPACT/veda-architecture,0,,,,,
756,[26.3] DSE Objective - Ingest collections for June MVP,NASA-IMPACT/veda-architecture,756,[26.3] DSE Objective - Ingest collections for June MVP,NASA-IMPACT/veda-architecture,0,,,,,
1339,PI 26.3 Objective 8: Federated Search and Access,NASA-IMPACT/active-maap-sprint,1339,PI 26.3 Objective 8: Federated Search and Access,NASA-IMPACT/active-maap-sprint,0,,,,,
1339,PI 26.3 Objective 8: Federated Search and Access,NASA-IMPACT/active-maap-sprint,1352,Update 'Search' section of MAAP docs,NASA-IMPACT/active-maap-sprint,1,,,,,
1339,PI 26.3 Objective 8: Federated Search and Access,NASA-IMPACT/active-maap-sprint,1353,Figure out how to advertise the HLS STAC Geoparquet Archive,NASA-IMPACT/active-maap-sprint,1,,,,,
1339,PI 26.3 Objective 8: Federated Search and Access,NASA-IMPACT/active-maap-sprint,1354,Survey users to get feedback on the Federated Collection Discovery app,NASA-IMPACT/active-maap-sprint,1,,,,,
1339,PI 26.3 Objective 8: Federated Search and Access,NASA-IMPACT/active-maap-sprint,1355,Add links out to STAC Browser and STAC Map for item-level browsing,NASA-IMPACT/active-maap-sprint,1,,,,,
1339,PI 26.3 Objective 8: Federated Search and Access,NASA-IMPACT/active-maap-sprint,1356,"Scope AI integration, with user examples that do not currently work well - to pass off to AI/AKD or another team",NASA-IMPACT/active-maap-sprint,1,,,,,
1339,PI 26.3 Objective 8: Federated Search and Access,NASA-IMPACT/active-maap-sprint,1299,Update Search documentation section in MAAP docs,NASA-IMPACT/active-maap-sprint,1,,,,,
1339,PI 26.3 Objective 8: Federated Search and Access,NASA-IMPACT/active-maap-sprint,12,Handle upstream API failures gracefully,developmentseed/stac-fastapi-collection-discovery,1,13,feat: collect upstream api exceptions in a custom header,developmentseed/stac-fastapi-collection-discovery,MERGED,https://github.com/developmentseed/stac-fastapi-collection-discovery/pull/13
1339,PI 26.3 Objective 8: Federated Search and Access,NASA-IMPACT/active-maap-sprint,182,Provide helpful warning when any upstream API fails to return,developmentseed/stac-collection-discovery,1,183,feat: handle upstream api failures reported via X-Failed-Upstream-Apis,developmentseed/stac-collection-discovery,MERGED,https://github.com/developmentseed/stac-collection-discovery/pull/183
1339,PI 26.3 Objective 8: Federated Search and Access,NASA-IMPACT/active-maap-sprint,584,Update Search docs to recommend Federated Search followed by source STAC item search,MAAP-Project/maap-documentation,1,586,feat: restructure search section,MAAP-Project/maap-documentation,MERGED,https://github.com/MAAP-Project/maap-documentation/pull/586
1392,PI 26.3 Objective 1: Collaboration & Coordination,NASA-IMPACT/active-maap-sprint,1392,PI 26.3 Objective 1: Collaboration & Coordination,NASA-IMPACT/active-maap-sprint,0,,,,,
1392,PI 26.3 Objective 1: Collaboration & Coordination,NASA-IMPACT/active-maap-sprint,581,Merge Hub version of Docs to default,MAAP-Project/maap-documentation,1,,,,,
1392,PI 26.3 Objective 1: Collaboration & Coordination,NASA-IMPACT/active-maap-sprint,1411,MAAP Data-fusion Use-case Coordination,NASA-IMPACT/active-maap-sprint,1,,,,,
1392,PI 26.3 Objective 1: Collaboration & Coordination,NASA-IMPACT/active-maap-sprint,1205,Create a new onboarding checklist for new organizations/groups,MAAP-Project/Community,1,,,,,
1392,PI 26.3 Objective 1: Collaboration & Coordination,NASA-IMPACT/active-maap-sprint,1414,JPPG Coordination Meeting,NASA-IMPACT/active-maap-sprint,1,,,,,
1392,PI 26.3 Objective 1: Collaboration & Coordination,NASA-IMPACT/active-maap-sprint,1418,ADE to Hub Transition Update,NASA-IMPACT/active-maap-sprint,1,,,,,
1393,PI 26.3 Objective 2: Cloud-native NISAR/BIOMASS/GEDI data fusion workflow,NASA-IMPACT/active-maap-sprint,1393,PI 26.3 Objective 2: Cloud-native NISAR/BIOMASS/GEDI data fusion workflow,NASA-IMPACT/active-maap-sprint,0,,,,,
1393,PI 26.3 Objective 2: Cloud-native NISAR/BIOMASS/GEDI data fusion workflow,NASA-IMPACT/active-maap-sprint,1369,BIOMASS subset - OGC Application Package,NASA-IMPACT/active-maap-sprint,1,,,,,
1393,PI 26.3 Objective 2: Cloud-native NISAR/BIOMASS/GEDI data fusion workflow,NASA-IMPACT/active-maap-sprint,1368,NISAR subset - OGC Application Package,NASA-IMPACT/active-maap-sprint,1,,,,,
1393,PI 26.3 Objective 2: Cloud-native NISAR/BIOMASS/GEDI data fusion workflow,NASA-IMPACT/active-maap-sprint,1370,GEDI subset - OGC Application Package,NASA-IMPACT/active-maap-sprint,1,,,,,
1393,PI 26.3 Objective 2: Cloud-native NISAR/BIOMASS/GEDI data fusion workflow,NASA-IMPACT/active-maap-sprint,1408,Test NISAR OGC application package,NASA-IMPACT/active-maap-sprint,1,,,,,
1393,PI 26.3 Objective 2: Cloud-native NISAR/BIOMASS/GEDI data fusion workflow,NASA-IMPACT/active-maap-sprint,1409,Track end-to-end development of OGC JOB package generator,NASA-IMPACT/active-maap-sprint,1,,,,,
1394,PI 26.3 Objective 3: GEDI-Tiled algorithm as a service: Revisit shot id,NASA-IMPACT/active-maap-sprint,1394,PI 26.3 Objective 3: GEDI-Tiled algorithm as a service: Revisit shot id,NASA-IMPACT/active-maap-sprint,0,,,,,
1394,PI 26.3 Objective 3: GEDI-Tiled algorithm as a service: Revisit shot id,NASA-IMPACT/active-maap-sprint,1308,"Package GEDI Tiler ""find crossovers"" script as DPS algorithm",MAAP-Project/Community,1,,,,,
1395,PI 26.3 Objective 4: DPS STAC Collection Management  UI,NASA-IMPACT/active-maap-sprint,1395,PI 26.3 Objective 4: DPS STAC Collection Management  UI,NASA-IMPACT/active-maap-sprint,0,,,,,
1395,PI 26.3 Objective 4: DPS STAC Collection Management  UI,NASA-IMPACT/active-maap-sprint,884,add optional router dependencies for TransactionExtension and BulkTransactionsExtension to facilitate adding authentication to those endpoints,stac-utils/stac-fastapi,1,885,feat: add route_dependencies attribute to transaction extensions,stac-utils/stac-fastapi,MERGED,https://github.com/stac-utils/stac-fastapi/pull/885
1395,PI 26.3 Objective 4: DPS STAC Collection Management  UI,NASA-IMPACT/active-maap-sprint,1399,Enable transactions extension for collections in DPS STAC,NASA-IMPACT/active-maap-sprint,1,97,feat: custom STAC API runtime with collection transactions enabled,MAAP-Project/maap-eoapi,MERGED,https://github.com/MAAP-Project/maap-eoapi/pull/97
1395,PI 26.3 Objective 4: DPS STAC Collection Management  UI,NASA-IMPACT/active-maap-sprint,91,Feature: User-Controlled Collection IDs for DPS STAC,MAAP-Project/maap-eoapi,1,95,feat: add USER_STAC_COLLECTION_ID_REGISTRY for custom collection IDs,MAAP-Project/maap-eoapi,MERGED,https://github.com/MAAP-Project/maap-eoapi/pull/95
1395,PI 26.3 Objective 4: DPS STAC Collection Management  UI,NASA-IMPACT/active-maap-sprint,1412,Assist with implementation of the Multi-Tenant Catalogs Extension in stac-fastapi-pgstac,NASA-IMPACT/active-maap-sprint,1,,,,,
1395,PI 26.3 Objective 4: DPS STAC Collection Management  UI,NASA-IMPACT/active-maap-sprint,102,Enable Multi-Tenant Catalogs Extension in STAC API runtime,MAAP-Project/maap-eoapi,1,110,feat: add multi-tenant catalogs extension to STAC runtime,MAAP-Project/maap-eoapi,MERGED,https://github.com/MAAP-Project/maap-eoapi/pull/110
1395,PI 26.3 Objective 4: DPS STAC Collection Management  UI,NASA-IMPACT/active-maap-sprint,1413,Evaluate stac-manager and veda-ingest-ui,NASA-IMPACT/active-maap-sprint,1,,,,,
1395,PI 26.3 Objective 4: DPS STAC Collection Management  UI,NASA-IMPACT/active-maap-sprint,1402,Gather information about other similar STAC collection management applications/systems across NASA,NASA-IMPACT/active-maap-sprint,1,,,,,
1395,PI 26.3 Objective 4: DPS STAC Collection Management  UI,NASA-IMPACT/active-maap-sprint,1421,Write ADR on MAAP DPS STAC Collection management UI,NASA-IMPACT/active-maap-sprint,1,790,feat: add ADR for MAAP STAC Collection management UI,NASA-IMPACT/veda-architecture,OPEN,https://github.com/NASA-IMPACT/veda-architecture/pull/790
1396,PI 26.3 Objective 5: MAAP Console Design,NASA-IMPACT/active-maap-sprint,1396,PI 26.3 Objective 5: MAAP Console Design,NASA-IMPACT/active-maap-sprint,0,,,,,
