objective_number,objective_title,objective_repo,issue_number,issue_title,issue_repo,depth,pr_number,pr_title,pr_repo,pr_state,pr_url
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,247,[Disasters] PI 26.2 O3 - Figma Activation (Event) Minimal page design - v1,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,248,[Disasters] PI 26.2 O3 - Figma Activation (Event) Minimal page design - v2,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,249,[Disasters] PI 26.2 O3 - Figma Activation (Event) Minimal page design - v3,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,250,[Disasters] PI 26.2 O3 - Figma Activation (Event) Minimal page design - v4,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,251,[Disasters] PI 26.2 O3 - Figma Activation (Event) Rodust page design - v1,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,252,[Disasters] PI 26.2 O3 - Figma Activation (Event) Robust page design - v2,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,253,[Disasters] PI 26.2 O3 - Figma Activation (Event) Robust page design - v3,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,254,[Disasters] PI 26.2 O3 - Figma Activation (Event) Robust page design - v4,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,255,[Disasters] PI 26.2 O3 - Figma - Data Gallery Page - v1,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,256,[Disasters] PI 26.2 O3 - Figma - Data Gallery Page - v2,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,257,[Disasters] PI 26.2 O3 - Figma - Data Gallery Page - v3,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,258,[Disasters] PI 26.2 O3 - Figma - Data Gallery Page - v4,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,259,[Disasters] PI 26.2 O3 - Figma - Single Dataset Page - v1,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,260,[Disasters] PI 26.2 O3 - Figma - Single Dataset Page - v2,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,261,[Disasters] PI 26.2 O3 - Figma - Single Dataset Page - v3,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,262,[Disasters] PI 26.2 O3 - Figma - Single Dataset Page - v4,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,263,[Disasters] PI 26.2 O3 - Figma - Single Dataset Processing - v4,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,264,[Disasters] PI 26.2 O3 - Figma - Single Dataset Processing - v1,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,265,[Disasters] PI 26.2 O3 - Figma - Single Dataset Processing - v2,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,266,[Disasters] PI 26.2 O3 - Figma - Single Dataset Processing - v3,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,267,[Disasters] PI 26.2 O3 - Figma - Trainings landing page - v1,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,268,[Disasters] PI 26.2 O3 - Figma - Trainings landing page - v2,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,269,[Disasters] PI 26.2 O3 - Figma - Trainings landing page - v3,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,270,[Disasters] PI 26.2 O3 - Figma - Trainings landing page - v4,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,271,[Disasters] PI 26.2 O3 - Figma - News and Events landing page - v1,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,272,[Disasters] PI 26.2 O3 - Figma - News and Events landing page - v2,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,273,[Disasters] PI 26.2 O3 - Figma - News and Events landing page - v3,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,274,[Disasters] PI 26.2 O3 - Figma - News and Events landing page - v4,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,275,[Disasters] PI 26.2 O3 - Figma - Single Content Page template - v1,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,276,[Disasters] PI 26.2 O3 - Figma - Single Content Page template - v2,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,277,[Disasters] PI 26.2 O3 - Figma - Single Content Page template - v3,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,278,[Disasters] PI 26.2 O3 - Figma - Search Results Page - v1,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,279,[Disasters] PI 26.2 O3 - Figma - Search Results Page - v2,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,280,[Disasters] PI 26.2 O3 - Figma - Search Results Page - v3,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,281,[Disasters] PI 26.2 O3 - Figma - Search Results Page - v4,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,282,[Disasters] PI 26.2 O3 - Figma - Custom Visualization tool - v1,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,283,[Disasters] PI 26.2 O3 - Figma - Custom Visualization tool - v2,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,284,[Disasters] PI 26.2 O3 - Figma - Custom Visualization tool - v3,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,290,[Disasters] PI 26.2 O3 - Figma - Design to Development hand off,Disasters-Learning-Portal/veda-disasters,1,,,,,
152,"[Disasters] MILESTONE PI 26.2 - Objective #3: Portal Planning, Design & Development",Disasters-Learning-Portal/veda-disasters,294,[Disasters] PI 26.2 O3 - TINACMS - Kick off Documentation,Disasters-Learning-Portal/veda-disasters,1,,,,,
153,[Disasters] PI 26.2 - Objective #4: STAC Collection Ingestion,Disasters-Learning-Portal/veda-disasters,153,[Disasters] PI 26.2 - Objective #4: STAC Collection Ingestion,Disasters-Learning-Portal/veda-disasters,0,,,,,
153,[Disasters] PI 26.2 - Objective #4: STAC Collection Ingestion,Disasters-Learning-Portal/veda-disasters,160,Comprehensive list of ingested collections (Excel spreadsheet),Disasters-Learning-Portal/veda-disasters,1,,,,,
153,[Disasters] PI 26.2 - Objective #4: STAC Collection Ingestion,Disasters-Learning-Portal/veda-disasters,161,Ingest 2 collections into the Disasters STAC,Disasters-Learning-Portal/veda-disasters,1,,,,,
153,[Disasters] PI 26.2 - Objective #4: STAC Collection Ingestion,Disasters-Learning-Portal/veda-disasters,178,Turn auto-update-stac into a CI/CD workflow and test,Disasters-Learning-Portal/veda-disasters,1,,,,,
153,[Disasters] PI 26.2 - Objective #4: STAC Collection Ingestion,Disasters-Learning-Portal/veda-disasters,241,Create UAVSAR collections,Disasters-Learning-Portal/veda-disasters,1,,,,,
158,PI 26.2 - Stretch Objective #1: Documentation of External Datasets and potential for creation of EGIS Services,Disasters-Learning-Portal/veda-disasters,158,PI 26.2 - Stretch Objective #1: Documentation of External Datasets and potential for creation of EGIS Services,Disasters-Learning-Portal/veda-disasters,0,,,,,
158,PI 26.2 - Stretch Objective #1: Documentation of External Datasets and potential for creation of EGIS Services,Disasters-Learning-Portal/veda-disasters,18,Priority external datasets - Cloud-hosted,Disasters-Learning-Portal/veda-disasters,1,,,,,
158,PI 26.2 - Stretch Objective #1: Documentation of External Datasets and potential for creation of EGIS Services,Disasters-Learning-Portal/veda-disasters,179,Document data products and counterparts in CMR/ODR,Disasters-Learning-Portal/veda-disasters,2,,,,,
174,Implement survey to evaluate if learning objectives were met,Disasters-Learning-Portal/veda-disasters,174,Implement survey to evaluate if learning objectives were met,Disasters-Learning-Portal/veda-disasters,0,,,,,
323,"LOE Capacity Report — new ""Capacity Matrix"" dashboard view (people × objectives, grouped by Initiative)",Disasters-Learning-Portal/disasters-portal,323,"LOE Capacity Report — new ""Capacity Matrix"" dashboard view (people × objectives, grouped by Initiative)",Disasters-Learning-Portal/disasters-portal,0,,,,,
